From,NO2 (µg/m3)
01/02/2023 00:00,90.1
01/02/2023 00:15,88
01/02/2023 00:30,87.7
01/02/2023 00:45,88.9
01/02/2023 01:00,90
01/02/2023 01:15,90.2
01/02/2023 01:30,88.9
01/02/2023 01:45,88.9
01/02/2023 02:00,88.9
01/02/2023 02:15,88.9
01/02/2023 02:30,88.8
01/02/2023 02:45,88.9
01/02/2023 03:00,88.9
01/02/2023 03:15,87.7
01/02/2023 03:30,85.6
01/02/2023 03:45,84.9
01/02/2023 04:00,84.5
01/02/2023 04:15,83.6
01/02/2023 04:30,82.7
01/02/2023 04:45,81.3
01/02/2023 05:00,80
01/02/2023 05:15,80.1
01/02/2023 05:30,78.9
01/02/2023 05:45,78.6
01/02/2023 06:00,79.3
01/02/2023 06:15,77.9
01/02/2023 06:30,76.7
01/02/2023 06:45,75.7
01/02/2023 07:00,76.1
01/02/2023 07:15,76.3
01/02/2023 07:30,75.9
01/02/2023 07:45,76.6
01/02/2023 08:00,79.1
01/02/2023 08:15,78.9
01/02/2023 08:30,77.8
01/02/2023 08:45,79.1
01/02/2023 09:00,80.4
01/02/2023 09:15,81.1
01/02/2023 09:30,82.1
01/02/2023 09:45,80.4
01/02/2023 10:00,77.9
01/02/2023 10:15,77.4
01/02/2023 10:30,76
01/02/2023 10:45,75.1
01/02/2023 11:00,75.4
01/02/2023 11:15,74.9
01/02/2023 11:30,73.2
01/02/2023 11:45,70.9
01/02/2023 12:00,68.6
01/02/2023 12:15,66.3
01/02/2023 12:30,64
01/02/2023 12:45,62.1
01/02/2023 13:00,63.6
01/02/2023 13:15,63.4
01/02/2023 13:30,61.5
01/02/2023 13:45,59.9
01/02/2023 14:00,62.4
01/02/2023 14:15,61.1
01/02/2023 14:30,59
01/02/2023 14:45,59.2
01/02/2023 15:00,61.3
01/02/2023 15:15,61.7
01/02/2023 15:30,60.7
01/02/2023 15:45,59.5
01/02/2023 16:00,61.3
01/02/2023 16:15,62.7
01/02/2023 16:30,64.8
01/02/2023 16:45,66.5
01/02/2023 17:00,69.4
01/02/2023 17:15,70.7
01/02/2023 17:30,71.1
01/02/2023 17:45,73.5
01/02/2023 18:00,78.7
01/02/2023 18:15,81.9
01/02/2023 18:30,84
01/02/2023 18:45,86.3
01/02/2023 19:00,89.7
01/02/2023 19:15,89.8
01/02/2023 19:30,90.3
01/02/2023 19:45,92
01/02/2023 20:00,93.4
01/02/2023 20:15,93.2
01/02/2023 20:30,93.8
01/02/2023 20:45,93.1
01/02/2023 21:00,93.3
01/02/2023 21:15,93.9
01/02/2023 21:30,93.7
01/02/2023 21:45,92.5
01/02/2023 22:00,90.9
01/02/2023 22:15,88.8
01/02/2023 22:30,86.7
01/02/2023 22:45,85.6
01/02/2023 23:00,84
01/02/2023 23:15,81.4
01/02/2023 23:30,80.1
01/02/2023 23:45,79
02/02/2023 00:00,78.8
02/02/2023 00:15,78.3
02/02/2023 00:30,77.5
02/02/2023 00:45,76.8
02/02/2023 01:00,77.9
02/02/2023 01:15,79.2
02/02/2023 01:30,80
02/02/2023 01:45,80.9
02/02/2023 02:00,81.1
02/02/2023 02:15,80.2
02/02/2023 02:30,79.3
02/02/2023 02:45,78.7
02/02/2023 03:00,77.5
02/02/2023 03:15,76.2
02/02/2023 03:30,75
02/02/2023 03:45,73.9
02/02/2023 04:00,72.9
02/02/2023 04:15,72.4
02/02/2023 04:30,72
02/02/2023 04:45,70.9
02/02/2023 05:00,71.4
02/02/2023 05:15,70.3
02/02/2023 05:30,68.2
02/02/2023 05:45,68.1
02/02/2023 06:00,67.9
02/02/2023 06:15,66.4
02/02/2023 06:30,65.4
02/02/2023 06:45,64.6
02/02/2023 07:00,64.9
02/02/2023 07:15,64.8
02/02/2023 07:30,65.1
02/02/2023 07:45,66.2
02/02/2023 08:00,67.7
02/02/2023 08:15,68.4
02/02/2023 08:30,69.3
02/02/2023 08:45,69.3
02/02/2023 09:00,69.6
02/02/2023 09:15,71.4
02/02/2023 09:30,73
02/02/2023 09:45,74.8
02/02/2023 10:00,75.9
02/02/2023 10:15,75.3
02/02/2023 10:30,74.3
02/02/2023 10:45,73.3
02/02/2023 11:00,74.3
02/02/2023 11:15,73.7
02/02/2023 11:30,73.4
02/02/2023 11:45,73.375
02/02/2023 12:00,73.35
02/02/2023 12:15,73.325
02/02/2023 12:30,73.3
02/02/2023 12:45,74.3
02/02/2023 13:00,74.3
02/02/2023 13:15,73.3
02/02/2023 13:30,73.5
02/02/2023 13:45,74.1
02/02/2023 14:00,76.4
02/02/2023 14:15,76.1
02/02/2023 14:30,76.1
02/02/2023 14:45,76.5
02/02/2023 15:00,78
02/02/2023 15:15,78.5
02/02/2023 15:30,78.8
02/02/2023 15:45,78.9
02/02/2023 16:00,80.2
02/02/2023 16:15,80.8
02/02/2023 16:30,80.1
02/02/2023 16:45,79.8
02/02/2023 17:00,80.7
02/02/2023 17:15,81.7
02/02/2023 17:30,83.4
02/02/2023 17:45,87
02/02/2023 18:00,89.8
02/02/2023 18:15,90.9
02/02/2023 18:30,91.4
02/02/2023 18:45,92.6
02/02/2023 19:00,94.2
02/02/2023 19:15,95.4
02/02/2023 19:30,95.1
02/02/2023 19:45,95.6
02/02/2023 20:00,97
02/02/2023 20:15,97
02/02/2023 20:30,96.2
02/02/2023 20:45,94.8
02/02/2023 21:00,95.5
02/02/2023 21:15,95.5
02/02/2023 21:30,94.7
02/02/2023 21:45,94.2
02/02/2023 22:00,94
02/02/2023 22:15,92.7
02/02/2023 22:30,92.2
02/02/2023 22:45,91
02/02/2023 23:00,90.3
02/02/2023 23:15,87.2
02/02/2023 23:30,85.4
02/02/2023 23:45,83.7
03/02/2023 00:00,85.1
03/02/2023 00:15,84.3
03/02/2023 00:30,82.9
03/02/2023 00:45,80.7
03/02/2023 01:00,78.8
03/02/2023 01:15,76.6
03/02/2023 01:30,76.4
03/02/2023 01:45,76.1
03/02/2023 02:00,76.6
03/02/2023 02:15,77
03/02/2023 02:30,77.4
03/02/2023 02:45,76.8
03/02/2023 03:00,76.2
03/02/2023 03:15,76.5
03/02/2023 03:30,76.3
03/02/2023 03:45,75.2
03/02/2023 04:00,75.5
03/02/2023 04:15,75.6
03/02/2023 04:30,77.1
03/02/2023 04:45,76.5
03/02/2023 05:00,76.9
03/02/2023 05:15,75.8
03/02/2023 05:30,74.7
03/02/2023 05:45,72.9
03/02/2023 06:00,72.6
03/02/2023 06:15,70.1
03/02/2023 06:30,68.5
03/02/2023 06:45,67.2
03/02/2023 07:00,67
03/02/2023 07:15,65.1
03/02/2023 07:30,64.5
03/02/2023 07:45,65.8
03/02/2023 08:00,66.3
03/02/2023 08:15,66.5
03/02/2023 08:30,66.9
03/02/2023 08:45,69.6
03/02/2023 09:00,71.1
03/02/2023 09:15,72
03/02/2023 09:30,73.5
03/02/2023 09:45,73.9
03/02/2023 10:00,74.3
03/02/2023 10:15,74.8
03/02/2023 10:30,75.9
03/02/2023 10:45,76.7
03/02/2023 11:00,77.9
03/02/2023 11:15,78.2
03/02/2023 11:30,77.7
03/02/2023 11:45,77.475
03/02/2023 12:00,77.25
03/02/2023 12:15,77.025
03/02/2023 12:30,76.8
03/02/2023 12:45,79.8
03/02/2023 13:00,83
03/02/2023 13:15,82.9
03/02/2023 13:30,82.2
03/02/2023 13:45,81.2
03/02/2023 14:00,81.5
03/02/2023 14:15,80.2
03/02/2023 14:30,80.1
03/02/2023 14:45,80.4
03/02/2023 15:00,80.6
03/02/2023 15:15,81.6
03/02/2023 15:30,82.5
03/02/2023 15:45,83.8
03/02/2023 16:00,84.8
03/02/2023 16:15,84.5
03/02/2023 16:30,84.9
03/02/2023 16:45,85.7
03/02/2023 17:00,87.2
03/02/2023 17:15,87.7
03/02/2023 17:30,88.6
03/02/2023 17:45,90.6
03/02/2023 18:00,92.5
03/02/2023 18:15,94.8
03/02/2023 18:30,95.4
03/02/2023 18:45,96.6
03/02/2023 19:00,98.5
03/02/2023 19:15,98.5
03/02/2023 19:30,98.3
03/02/2023 19:45,98.8
03/02/2023 20:00,100.8
03/02/2023 20:15,101.4
03/02/2023 20:30,100.8
03/02/2023 20:45,100.8
03/02/2023 21:00,102.4
03/02/2023 21:15,100.9
03/02/2023 21:30,100.4
03/02/2023 21:45,100.7
03/02/2023 22:00,100
03/02/2023 22:15,97.2
03/02/2023 22:30,96.3
03/02/2023 22:45,96.1
03/02/2023 23:00,95.2
03/02/2023 23:15,92.4
03/02/2023 23:30,90.7
03/02/2023 23:45,89.9
04/02/2023 00:00,89
04/02/2023 00:15,87.7
04/02/2023 00:30,87.7
04/02/2023 00:45,84.7
04/02/2023 01:00,83.7
04/02/2023 01:15,81.1
04/02/2023 01:30,79.2
04/02/2023 01:45,81.2
04/02/2023 02:00,81.6
04/02/2023 02:15,80.5
04/02/2023 02:30,79.9
04/02/2023 02:45,79
04/02/2023 03:00,79
04/02/2023 03:15,78.2
04/02/2023 03:30,77
04/02/2023 03:45,75.5
04/02/2023 04:00,75.2
04/02/2023 04:15,74.3
04/02/2023 04:30,73
04/02/2023 04:45,72.6
04/02/2023 05:00,72.1
04/02/2023 05:15,70.6
04/02/2023 05:30,69
04/02/2023 05:45,68.8
04/02/2023 06:00,68.8
04/02/2023 06:15,67.6
04/02/2023 06:30,66.8
04/02/2023 06:45,67.3
04/02/2023 07:00,68.8
04/02/2023 07:15,67.9
04/02/2023 07:30,67.5
04/02/2023 07:45,68.5
04/02/2023 08:00,69.5
04/02/2023 08:15,70.6
04/02/2023 08:30,72.1
04/02/2023 08:45,72.9
04/02/2023 09:00,74.9
04/02/2023 09:15,76.7
04/02/2023 09:30,78.9
04/02/2023 09:45,81.9
04/02/2023 10:00,82.7
04/02/2023 10:15,83
04/02/2023 10:30,82
04/02/2023 10:45,81.3
04/02/2023 11:00,82.6
04/02/2023 11:15,81.2
04/02/2023 11:30,79.9
04/02/2023 11:45,78.775
04/02/2023 12:00,77.65
04/02/2023 12:15,76.525
04/02/2023 12:30,75.4
04/02/2023 12:45,76.4
04/02/2023 13:00,69.33333333
04/02/2023 13:15,62.26666667
04/02/2023 13:30,55.2
04/02/2023 13:45,54.7
04/02/2023 14:00,56.4
04/02/2023 14:15,55.3
04/02/2023 14:30,53.8
04/02/2023 14:45,53.5
04/02/2023 15:00,56.6
04/02/2023 15:15,55.8
04/02/2023 15:30,56.6
04/02/2023 15:45,57
04/02/2023 16:00,59.3
04/02/2023 16:15,61.9
04/02/2023 16:30,64
04/02/2023 16:45,66
04/02/2023 17:00,69.5
04/02/2023 17:15,72.1
04/02/2023 17:30,74.3
04/02/2023 17:45,76.6
04/02/2023 18:00,77.9
04/02/2023 18:15,80.2
04/02/2023 18:30,82.7
04/02/2023 18:45,85.5
04/02/2023 19:00,87.6
04/02/2023 19:15,90.1
04/02/2023 19:30,91.8
04/02/2023 19:45,92
04/02/2023 20:00,92.7
04/02/2023 20:15,93.8
04/02/2023 20:30,93.6
04/02/2023 20:45,93.9
04/02/2023 21:00,95.3
04/02/2023 21:15,96.1
04/02/2023 21:30,95.9
04/02/2023 21:45,94.9
04/02/2023 22:00,92.5
04/02/2023 22:15,90.4
04/02/2023 22:30,89.1
04/02/2023 22:45,88.2
04/02/2023 23:00,87.4
04/02/2023 23:15,85.7
04/02/2023 23:30,83.9
04/02/2023 23:45,81.5
05/02/2023 00:00,81.1
05/02/2023 00:15,79.9
05/02/2023 00:30,79.7
05/02/2023 00:45,78.8
05/02/2023 01:00,78.5
05/02/2023 01:15,78
05/02/2023 01:30,79.6
05/02/2023 01:45,79.3
05/02/2023 02:00,78.1
05/02/2023 02:15,77.9
05/02/2023 02:30,78.5
05/02/2023 02:45,77.6
05/02/2023 03:00,78.7
05/02/2023 03:15,78.2
05/02/2023 03:30,77.3
05/02/2023 03:45,76.7
05/02/2023 04:00,76
05/02/2023 04:15,76.2
05/02/2023 04:30,75.7
05/02/2023 04:45,73.8
05/02/2023 05:00,72.6
05/02/2023 05:15,72.5
05/02/2023 05:30,71.6
05/02/2023 05:45,71.4
05/02/2023 06:00,71.1
05/02/2023 06:15,70.1
05/02/2023 06:30,68.4
05/02/2023 06:45,67.8
05/02/2023 07:00,68.5
05/02/2023 07:15,67.9
05/02/2023 07:30,67.7
05/02/2023 07:45,67.8
05/02/2023 08:00,68.8
05/02/2023 08:15,68.8
05/02/2023 08:30,68.8
05/02/2023 08:45,70.4
05/02/2023 09:00,72.6
05/02/2023 09:15,73.3
05/02/2023 09:30,75.5
05/02/2023 09:45,77.8
05/02/2023 10:00,79.5
05/02/2023 10:15,81.1
05/02/2023 10:30,82.7
05/02/2023 10:45,84.1
05/02/2023 11:00,84.7
05/02/2023 11:15,84.5
05/02/2023 11:30,84.3
05/02/2023 11:45,83.525
05/02/2023 12:00,82.75
05/02/2023 12:15,81.975
05/02/2023 12:30,81.2
05/02/2023 12:45,82.9
05/02/2023 13:00,85.1
05/02/2023 13:15,85.9
05/02/2023 13:30,86.5
05/02/2023 13:45,86.4
05/02/2023 14:00,87.8
05/02/2023 14:15,87.2
05/02/2023 14:30,83.8
05/02/2023 14:45,80.1
05/02/2023 15:00,80.7
05/02/2023 15:15,85.1
05/02/2023 15:30,80.90909091
05/02/2023 15:45,76.71818181
05/02/2023 16:00,72.52727273
05/02/2023 16:15,68.33636363
05/02/2023 16:30,64.14545454
05/02/2023 16:45,59.95454545
05/02/2023 17:00,55.76363636
05/02/2023 17:15,51.57272727
05/02/2023 17:30,47.38181818
05/02/2023 17:45,43.19090909
05/02/2023 18:00,39
05/02/2023 18:15,42.2
05/02/2023 18:30,43.7
05/02/2023 18:45,45.8
05/02/2023 19:00,47.6
05/02/2023 19:15,50.7
05/02/2023 19:30,54.8
05/02/2023 19:45,60.5
05/02/2023 20:00,65.7
05/02/2023 20:15,69.1
05/02/2023 20:30,72
05/02/2023 20:45,72.5
05/02/2023 21:00,72.5
05/02/2023 21:15,74.8
05/02/2023 21:30,77.1
05/02/2023 21:45,79.2
05/02/2023 22:00,81
05/02/2023 22:15,81.3
05/02/2023 22:30,82.4
05/02/2023 22:45,83.3
05/02/2023 23:00,84
05/02/2023 23:15,84.5
05/02/2023 23:30,85.3
05/02/2023 23:45,85.5
06/02/2023 00:00,83.9
06/02/2023 00:15,83.5
06/02/2023 00:30,84.4
06/02/2023 00:45,83.9
06/02/2023 01:00,82.6
06/02/2023 01:15,81.9
06/02/2023 01:30,81.3
06/02/2023 01:45,78.3
06/02/2023 02:00,77.9
06/02/2023 02:15,75.8
06/02/2023 02:30,74.8
06/02/2023 02:45,73.2
06/02/2023 03:00,70.7
06/02/2023 03:15,69.7
06/02/2023 03:30,67.7
06/02/2023 03:45,67.5
06/02/2023 04:00,66.2
06/02/2023 04:15,64.7
06/02/2023 04:30,64
06/02/2023 04:45,63.3
06/02/2023 05:00,64.1
06/02/2023 05:15,65.8
06/02/2023 05:30,67
06/02/2023 05:45,69.1
06/02/2023 06:00,69.3
06/02/2023 06:15,68.4
06/02/2023 06:30,68.8
06/02/2023 06:45,69.5
06/02/2023 07:00,70
06/02/2023 07:15,69.5
06/02/2023 07:30,68.2
06/02/2023 07:45,68.1
06/02/2023 08:00,70.3
06/02/2023 08:15,71.7
06/02/2023 08:30,74.7
06/02/2023 08:45,76.2
06/02/2023 09:00,77
06/02/2023 09:15,78.7
06/02/2023 09:30,78
06/02/2023 09:45,77.1
06/02/2023 10:00,74.9
06/02/2023 10:15,72.8
06/02/2023 10:30,70.6
06/02/2023 10:45,69.7
06/02/2023 11:00,69.5
06/02/2023 11:15,69.1
06/02/2023 11:30,66.4
06/02/2023 11:45,63.3
06/02/2023 12:00,60.2
06/02/2023 12:15,57.1
06/02/2023 12:30,54
06/02/2023 12:45,57.1
06/02/2023 13:00,63.1
06/02/2023 13:15,27.2
06/02/2023 13:30,9
06/02/2023 13:45,12.7
06/02/2023 14:00,27.6
06/02/2023 14:15,33.3
06/02/2023 14:30,37.5
06/02/2023 14:45,41.8
06/02/2023 15:00,46.4
06/02/2023 15:15,49.4
06/02/2023 15:30,49.8
06/02/2023 15:45,47.1
06/02/2023 16:00,49.3
06/02/2023 16:15,51.4
06/02/2023 16:30,53.2
06/02/2023 16:45,54.6
06/02/2023 17:00,55.7
06/02/2023 17:15,54.8
06/02/2023 17:30,56.3
06/02/2023 17:45,57.7
06/02/2023 18:00,60
06/02/2023 18:15,61.9
06/02/2023 18:30,62.7
06/02/2023 18:45,63.9
06/02/2023 19:00,68.4
06/02/2023 19:15,70.4
06/02/2023 19:30,70.7
06/02/2023 19:45,71.6
06/02/2023 20:00,72.8
06/02/2023 20:15,73.5
06/02/2023 20:30,73.5
06/02/2023 20:45,74.8
06/02/2023 21:00,77.1
06/02/2023 21:15,77.9
06/02/2023 21:30,76.9
06/02/2023 21:45,77.2
06/02/2023 22:00,77.3
06/02/2023 22:15,76.6
06/02/2023 22:30,75.9
06/02/2023 22:45,73.9
06/02/2023 23:00,74
06/02/2023 23:15,74.5
06/02/2023 23:30,74.4
06/02/2023 23:45,74.9
07/02/2023 00:00,74.7
07/02/2023 00:15,75.8
07/02/2023 00:30,77.9
07/02/2023 00:45,79
07/02/2023 01:00,80.1
07/02/2023 01:15,79.3
07/02/2023 01:30,78
07/02/2023 01:45,78.2
07/02/2023 02:00,79.5
07/02/2023 02:15,78.3
07/02/2023 02:30,75.5
07/02/2023 02:45,73.9
07/02/2023 03:00,73.3
07/02/2023 03:15,70.4
07/02/2023 03:30,68.9
07/02/2023 03:45,67.5
07/02/2023 04:00,67.2
07/02/2023 04:15,65.8
07/02/2023 04:30,65.1
07/02/2023 04:45,64.5
07/02/2023 05:00,63.9
07/02/2023 05:15,63.4
07/02/2023 05:30,63.2
07/02/2023 05:45,64.1
07/02/2023 06:00,65
07/02/2023 06:15,64.1
07/02/2023 06:30,63.4
07/02/2023 06:45,63
07/02/2023 07:00,62.8
07/02/2023 07:15,64.1
07/02/2023 07:30,66.6
07/02/2023 07:45,68.5
07/02/2023 08:00,70.6
07/02/2023 08:15,72.2
07/02/2023 08:30,74.8
07/02/2023 08:45,75.7
07/02/2023 09:00,77.2
07/02/2023 09:15,79
07/02/2023 09:30,80.9
07/02/2023 09:45,80.5
07/02/2023 10:00,79.6
07/02/2023 10:15,78.1
07/02/2023 10:30,76
07/02/2023 10:45,70.9
07/02/2023 11:00,66.6
07/02/2023 11:15,63.9
07/02/2023 11:30,62.4
07/02/2023 11:45,60.1
07/02/2023 12:00,57.8
07/02/2023 12:15,55.5
07/02/2023 12:30,53.2
07/02/2023 12:45,52
07/02/2023 13:00,50.4
07/02/2023 13:15,48.6
07/02/2023 13:30,46.4
07/02/2023 13:45,44.9
07/02/2023 14:00,44.4
07/02/2023 14:15,42.6
07/02/2023 14:30,41.8
07/02/2023 14:45,43.7
07/02/2023 15:00,46.5
07/02/2023 15:15,49
07/02/2023 15:30,52
07/02/2023 15:45,55.7
07/02/2023 16:00,58.4
07/02/2023 16:15,62.3
07/02/2023 16:30,64.9
07/02/2023 16:45,67.2
07/02/2023 17:00,70.1
07/02/2023 17:15,72
07/02/2023 17:30,73.9
07/02/2023 17:45,75.2
07/02/2023 18:00,78.6
07/02/2023 18:15,80.3
07/02/2023 18:30,80.9
07/02/2023 18:45,79.4
07/02/2023 19:00,80.7
07/02/2023 19:15,83.1
07/02/2023 19:30,82.9
07/02/2023 19:45,82.7
07/02/2023 20:00,83.1
07/02/2023 20:15,82.5
07/02/2023 20:30,80.5
07/02/2023 20:45,80.9
07/02/2023 21:00,81.3
07/02/2023 21:15,80.7
07/02/2023 21:30,80.3
07/02/2023 21:45,79.9
07/02/2023 22:00,80.9
07/02/2023 22:15,80.3
07/02/2023 22:30,78.4
07/02/2023 22:45,77.1
07/02/2023 23:00,77.1
07/02/2023 23:15,77.4
07/02/2023 23:30,77.9
07/02/2023 23:45,78.4
08/02/2023 00:00,80.1
08/02/2023 00:15,81
08/02/2023 00:30,79.8
08/02/2023 00:45,80.4
08/02/2023 01:00,81.4
08/02/2023 01:15,81.4
08/02/2023 01:30,82
08/02/2023 01:45,82.4
08/02/2023 02:00,82.2
08/02/2023 02:15,82.4
08/02/2023 02:30,82.4
08/02/2023 02:45,81
08/02/2023 03:00,80.3
08/02/2023 03:15,79.6
08/02/2023 03:30,78.4
08/02/2023 03:45,77.3
08/02/2023 04:00,76.2
08/02/2023 04:15,74.5
08/02/2023 04:30,72.6
08/02/2023 04:45,72.2
08/02/2023 05:00,73.8
08/02/2023 05:15,73.7
08/02/2023 05:30,73.2
08/02/2023 05:45,73.6
08/02/2023 06:00,74.7
08/02/2023 06:15,75.9
08/02/2023 06:30,75.9
08/02/2023 06:45,75.8
08/02/2023 07:00,78
08/02/2023 07:15,79
08/02/2023 07:30,80.1
08/02/2023 07:45,80.4
08/02/2023 08:00,82.2
08/02/2023 08:15,83.4
08/02/2023 08:30,85.9
08/02/2023 08:45,87.2
08/02/2023 09:00,88.3
08/02/2023 09:15,89
08/02/2023 09:30,90.2
08/02/2023 09:45,90.9
08/02/2023 10:00,89.4
08/02/2023 10:15,87.3
08/02/2023 10:30,85.5
08/02/2023 10:45,81
08/02/2023 11:00,76
08/02/2023 11:15,73.6
08/02/2023 11:30,71.3
08/02/2023 11:45,68.7
08/02/2023 12:00,66.1
08/02/2023 12:15,63.5
08/02/2023 12:30,60.9
08/02/2023 12:45,60.3
08/02/2023 13:00,53.8
08/02/2023 13:15,44.3
08/02/2023 13:30,42.2
08/02/2023 13:45,40.1
08/02/2023 14:00,40.5
08/02/2023 14:15,43.4
08/02/2023 14:30,44.2
08/02/2023 14:45,46.56666667
08/02/2023 15:00,48.93333333
08/02/2023 15:15,51.3
08/02/2023 15:30,53.66666667
08/02/2023 15:45,56.03333334
08/02/2023 16:00,58.4
08/02/2023 16:15,60.76666667
08/02/2023 16:30,63.13333333
08/02/2023 16:45,65.5
08/02/2023 17:00,67.86666667
08/02/2023 17:15,70.23333333
08/02/2023 17:30,72.6
08/02/2023 17:45,68.8
08/02/2023 18:00,66.1
08/02/2023 18:15,64.4
08/02/2023 18:30,65.3
08/02/2023 18:45,66.6
08/02/2023 19:00,69.8
08/02/2023 19:15,72.1
08/02/2023 19:30,73.5
08/02/2023 19:45,75.1
08/02/2023 20:00,76.4
08/02/2023 20:15,76.6
08/02/2023 20:30,77.4
08/02/2023 20:45,77.7
08/02/2023 21:00,79
08/02/2023 21:15,79.8
08/02/2023 21:30,80.1
08/02/2023 21:45,81.3
08/02/2023 22:00,81.6
08/02/2023 22:15,80.5
08/02/2023 22:30,80.1
08/02/2023 22:45,79.8
08/02/2023 23:00,81.9
08/02/2023 23:15,82.3
08/02/2023 23:30,81.1
08/02/2023 23:45,81.9
09/02/2023 00:00,82
09/02/2023 00:15,83.7
09/02/2023 00:30,84.1
09/02/2023 00:45,84.4
09/02/2023 01:00,85.6
09/02/2023 01:15,85.4
09/02/2023 01:30,84.5
09/02/2023 01:45,82.8
09/02/2023 02:00,82.2
09/02/2023 02:15,79.9
09/02/2023 02:30,79.3
09/02/2023 02:45,78.6
09/02/2023 03:00,78.1
09/02/2023 03:15,76.2
09/02/2023 03:30,73.7
09/02/2023 03:45,72.1
09/02/2023 04:00,70.7
09/02/2023 04:15,69.2
09/02/2023 04:30,67.5
09/02/2023 04:45,66.9
09/02/2023 05:00,65.9
09/02/2023 05:15,64.4
09/02/2023 05:30,63.3
09/02/2023 05:45,61.9
09/02/2023 06:00,61.7
09/02/2023 06:15,61.5
09/02/2023 06:30,61.5
09/02/2023 06:45,62.2
09/02/2023 07:00,62.2
09/02/2023 07:15,61.9
09/02/2023 07:30,60.4
09/02/2023 07:45,61.7
09/02/2023 08:00,65.9
09/02/2023 08:15,69.8
09/02/2023 08:30,72.9
09/02/2023 08:45,74.5
09/02/2023 09:00,76.8
09/02/2023 09:15,78.1
09/02/2023 09:30,79.1
09/02/2023 09:45,79.3
09/02/2023 10:00,79.3
09/02/2023 10:15,77.5
09/02/2023 10:30,75.9
09/02/2023 10:45,72.6
09/02/2023 11:00,70.8
09/02/2023 11:15,68.5
09/02/2023 11:30,64.1
09/02/2023 11:45,60.675
09/02/2023 12:00,57.25
09/02/2023 12:15,53.825
09/02/2023 12:30,50.4
09/02/2023 12:45,48.8
09/02/2023 13:00,47.7
09/02/2023 13:15,47.5
09/02/2023 13:30,48.4
09/02/2023 13:45,47.6
09/02/2023 14:00,39.7
09/02/2023 14:15,35.3
09/02/2023 14:30,33.8
09/02/2023 14:45,37.8
09/02/2023 15:00,40.7
09/02/2023 15:15,44.3
09/02/2023 15:30,46.1
09/02/2023 15:45,49.1
09/02/2023 16:00,52.3
09/02/2023 16:15,55
09/02/2023 16:30,55.4
09/02/2023 16:45,55.1
09/02/2023 17:00,54.8
09/02/2023 17:15,54.1
09/02/2023 17:30,52.9
09/02/2023 17:45,50.1
09/02/2023 18:00,45.7
09/02/2023 18:15,40
09/02/2023 18:30,36.2
09/02/2023 18:45,33.4
09/02/2023 19:00,30.9
09/02/2023 19:15,29.7
09/02/2023 19:30,31.2
09/02/2023 19:45,33.5
09/02/2023 20:00,35.6
09/02/2023 20:15,39.3
09/02/2023 20:30,40.9
09/02/2023 20:45,42.8
09/02/2023 21:00,43.6
09/02/2023 21:15,44.8
09/02/2023 21:30,45.4
09/02/2023 21:45,47.2
09/02/2023 22:00,48.7
09/02/2023 22:15,50.6
09/02/2023 22:30,50.6
09/02/2023 22:45,52.8
09/02/2023 23:00,53.4
09/02/2023 23:15,54.8
09/02/2023 23:30,55.9
09/02/2023 23:45,56.1
10/02/2023 00:00,56.1
10/02/2023 00:15,57.9
10/02/2023 00:30,59
10/02/2023 00:45,60.9
10/02/2023 01:00,63.2
10/02/2023 01:15,65.9
10/02/2023 01:30,67.1
10/02/2023 01:45,68.2
10/02/2023 02:00,69.1
10/02/2023 02:15,70.8
10/02/2023 02:30,72
10/02/2023 02:45,71.9
10/02/2023 03:00,72.1
10/02/2023 03:15,72.7
10/02/2023 03:30,74.3
10/02/2023 03:45,73.9
10/02/2023 04:00,72.6
10/02/2023 04:15,73.6
10/02/2023 04:30,74.3
10/02/2023 04:45,73.5
10/02/2023 05:00,72.7
10/02/2023 05:15,72.3
10/02/2023 05:30,72.2
10/02/2023 05:45,71.6
10/02/2023 06:00,72.8
10/02/2023 06:15,71.5
10/02/2023 06:30,70.1
10/02/2023 06:45,71
10/02/2023 07:00,71.7
10/02/2023 07:15,72.2
10/02/2023 07:30,71
10/02/2023 07:45,70
10/02/2023 08:00,69.6
10/02/2023 08:15,70.6
10/02/2023 08:30,72.8
10/02/2023 08:45,75.9
10/02/2023 09:00,78.2
10/02/2023 09:15,82.3
10/02/2023 09:30,84.1
10/02/2023 09:45,84.6
10/02/2023 10:00,86.6
10/02/2023 10:15,86.9
10/02/2023 10:30,85.3
10/02/2023 10:45,83
10/02/2023 11:00,83.3
10/02/2023 11:15,85.3
10/02/2023 11:30,87.5
10/02/2023 11:45,86.025
10/02/2023 12:00,84.55
10/02/2023 12:15,83.075
10/02/2023 12:30,81.6
10/02/2023 12:45,82.5
10/02/2023 13:00,82.7
10/02/2023 13:15,81.2
10/02/2023 13:30,76
10/02/2023 13:45,72.6
10/02/2023 14:00,70.8
10/02/2023 14:15,64.7
10/02/2023 14:30,62.6
10/02/2023 14:45,58.3
10/02/2023 15:00,57.3
10/02/2023 15:15,46.5
10/02/2023 15:30,27.2
10/02/2023 15:45,20.3
10/02/2023 16:00,18.6
10/02/2023 16:15,19.6
10/02/2023 16:30,19.4
10/02/2023 16:45,20.5
10/02/2023 17:00,24
10/02/2023 17:15,28.2
10/02/2023 17:30,31.3
10/02/2023 17:45,37.7
10/02/2023 18:00,44.4
10/02/2023 18:15,50.4
10/02/2023 18:30,55.3
10/02/2023 18:45,62.1
